cid,last_updated,last_updated_block,descr,pair_name,exchange_name,fee,fee_float,address,anchor,tkn0_address,tkn1_address,tkn0_key,tkn1_key,tkn0_decimals,tkn1_decimals,exchange_id,tkn0_symbol,tkn1_symbol,timestamp,tkn0_balance,tkn1_balance,liquidity,sqrt_price_q96,tick,tick_spacing,exchange,strategy_id
,,0,uniswap_v2 X7105-D105/WETH-6Cc2 0.003,X7105-D105/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x6d9D1B6B4D53f090639ae8D9E9C83B796Da694eE,,0x7105FAA4a26eD1c67B8B2b41BEc98F06Ee21D105,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X7105-D105,WETH-6Cc2,18,18,3.0,X7105,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X7104-C105/WETH-6Cc2 0.003,X7104-C105/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x7d0D7c088233cBC08ee2400B96D10BF24C40E93a,,0x7104D1f179Cc9cc7fb5c79Be6Da846E3FBC4C105,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X7104-C105,WETH-6Cc2,18,18,3.0,X7104,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X7103-c105/WETH-6Cc2 0.003,X7103-c105/WETH-6Cc2,uniswap_v2,3000.0,0.003,0xcecf54EDC42c5C9f6Ee10cb1eFcc23E49F7D5A5d,,0x7103eBdbF1f89be2d53EFF9B3CF996C9E775c105,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X7103-c105,WETH-6Cc2,18,18,3.0,X7103,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X7102-A105/X7104-C105 0.003,X7102-A105/X7104-C105,uniswap_v2,3000.0,0.003,0x4F99a104ef325c0333E9F37551b400e4D0988f7D,,0x7102DC82EF61bfB0410B1b1bF8EA74575bf0A105,0x7104D1f179Cc9cc7fb5c79Be6Da846E3FBC4C105,X7102-A105,X7104-C105,18,18,3.0,X7102,X7104,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X7102-A105/WETH-6Cc2 0.003,X7102-A105/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x49C838c60170C36E90CFA6021a57f2268dda3254,,0x7102DC82EF61bfB0410B1b1bF8EA74575bf0A105,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X7102-A105,WETH-6Cc2,18,18,3.0,X7102,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X7101-E105/WETH-6Cc2 0.003,X7101-E105/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x81b786ED4B2F1118E0fa0343AD4760E15448e3e8,,0x7101a9392EAc53B01e7c07ca3baCa945A56EE105,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X7101-E105,WETH-6Cc2,18,18,3.0,X7101,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X2Y2-EBC9/WETH-6Cc2 0.003,X2Y2-EBC9/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x6033368e4a402605294c91CF5c03d72bd96E7D8D,,0x1E4EDE388cbc9F4b5c79681B7f94d36a11ABEBC9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X2Y2-EBC9,WETH-6Cc2,18,18,3.0,X2Y2,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X2Y2-EBC9/USDC-eB48 0.003,X2Y2-EBC9/USDC-eB48,uniswap_v2,3000.0,0.003,0x055009a58e41FDd726B8ed071f86b6d1496F450E,,0x1E4EDE388cbc9F4b5c79681B7f94d36a11ABEBC9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,X2Y2-EBC9,USDC-eB48,18,6,3.0,X2Y2,USDC,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X.AI-AE8C/WETH-6Cc2 0.003,X.AI-AE8C/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x08AeB6AA17E0B1206E24f53F6c540E7b1539F34d,,0xBeD4Dc0c67A925e62b9322408E392a13a161AE8C,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X.AI-AE8C,WETH-6Cc2,9,18,,X.AI,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 X-GPT-eFD6/WETH-6Cc2 0.003,X-GPT-eFD6/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x7734AC35513960063Dc06cf4C1344dC65a048065,,0x5903cb31b6d62D0C474159E45886c446bfe0eFD6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,X-GPT-eFD6,WETH-6Cc2,18,18,,X-GPT,WETH,,,,,,,60.0,uniswap_v2,0
,,0,uniswap_v2 WXRP-e1B9/WETH-6Cc2 0.003,WXRP-e1B9/WETH-6Cc2,sushiswap_v2,3000.0,0.003,0xA7a8eDfda2B8bF1e5084E2765811Effee21Ef918,,0x39fBBABf11738317a448031930706cd3e612e1B9,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WXRP-e1B9,WETH-6Cc2,18,18,,WXRP,WETH,,,,,,,60.0,sushiswap_v2,0
,,0,uniswap_v2 WXRP-e1B9/USDC-eB48 0.003,WXRP-e1B9/USDC-eB48,sushiswap_v2,3000.0,0.003,0xEa9b00b169dDA4CBC9fA0a64b0d1e4A6a23a3f34,,0x39fBBABf11738317a448031930706cd3e612e1B9,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,WXRP-e1B9,USDC-eB48,18,6,,WXRP,USDC,,,,,,,60.0,sushiswap_v2,0
,,0,uniswap_v2 WXMR-B0f5/WETH-6Cc2 0.003,WXMR-B0f5/WETH-6Cc2,uniswap_v2,3000.0,0.003,0x14C10b4BDcCD9d3F8940Fb79E0eE00121391D6dE,,0x465e07d6028830124BE2E4aA551fBe12805dB0f5,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,WXMR-B0f5,WETH-6Cc2,18,18,3.0,WXMR,WETH,,,,,,,60.0,uniswap_v2,0
,,0,bancor_v3 BNT-FF1C/ZCN-3B78 0.000,BNT-FF1C/ZCN-3B78,bancor_v3,0.0,0.0,0x1559FA1b8F28238FD5D76D9f434ad86FD20D1559,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,BNT-FF1C,ZCN-3B78,18,10,2.0,BNT,ZCN,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/YFI-d93e 0.000,BNT-FF1C/YFI-d93e,bancor_v3,0.0,0.0,0x514910771AF9Ca656af840dff83E8264EcF986CA,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,BNT-FF1C,YFI-d93e,18,18,2.0,BNT,YFI,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/xSUSHI-4272 0.000,BNT-FF1C/xSUSHI-4272,bancor_v3,0.0,0.0,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8798249c2E607446EfB7Ad49eC89dD1865Ff4272,BNT-FF1C,xSUSHI-4272,18,18,2.0,BNT,xSUSHI,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/wstETH-2Ca0 0.000,BNT-FF1C/wstETH-2Ca0,bancor_v3,0.0,0.0,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,BNT-FF1C,wstETH-2Ca0,18,18,2.0,BNT,wstETH,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/WOO-5D4B 0.000,BNT-FF1C/WOO-5D4B,bancor_v3,0.0,0.0,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,BNT-FF1C,WOO-5D4B,18,18,2.0,BNT,WOO,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/wNXM-2bDE 0.000,BNT-FF1C/wNXM-2bDE,bancor_v3,0.0,0.0,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0d438F3b5175Bebc262bF23753C1E53d03432bDE,BNT-FF1C,wNXM-2bDE,18,18,2.0,BNT,wNXM,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/WBTC-C599 0.000,BNT-FF1C/WBTC-C599,bancor_v3,0.0,0.0,0x0bc529c00C6401aEF6D220BE8C6Ea1667F6Ad93e,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,BNT-FF1C,WBTC-C599,18,8,2.0,BNT,WBTC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/vBNT-7f94 0.000,BNT-FF1C/vBNT-7f94,bancor_v3,0.0,0.0,0xA36FDBBAE3c9d55a1d67EE5821d53B50B63A1aB9,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x48Fb253446873234F2fEBbF9BdeAA72d9d387f94,BNT-FF1C,vBNT-7f94,18,18,2.0,BNT,vBNT,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/USDT-1ec7 0.000,BNT-FF1C/USDT-1ec7,bancor_v3,0.0,0.0,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xdAC17F958D2ee523a2206206994597C13D831ec7,BNT-FF1C,USDT-1ec7,18,6,2.0,BNT,USDT,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/USDC-eB48 0.000,BNT-FF1C/USDC-eB48,bancor_v3,0.0,0.0,0xdAC17F958D2ee523a2206206994597C13D831ec7,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,BNT-FF1C,USDC-eB48,18,6,2.0,BNT,USDC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/UOS-5C8c 0.000,BNT-FF1C/UOS-5C8c,bancor_v3,0.0,0.0,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,BNT-FF1C,UOS-5C8c,18,4,2.0,BNT,UOS,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/UNI-F984 0.000,BNT-FF1C/UNI-F984,bancor_v3,0.0,0.0,0xD13c7342e1ef687C5ad21b27c2b65D772cAb5C8c,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,BNT-FF1C,UNI-F984,18,18,2.0,BNT,UNI,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/UMA-F828 0.000,BNT-FF1C/UMA-F828,bancor_v3,0.0,0.0,0xc719d010B63E5bbF2C0551872CD5316ED26AcD83,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,BNT-FF1C,UMA-F828,18,18,2.0,BNT,UMA,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/TRAC-0A6F 0.000,BNT-FF1C/TRAC-0A6F,bancor_v3,0.0,0.0,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,BNT-FF1C,TRAC-0A6F,18,18,2.0,BNT,TRAC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/TEMP-1aB9 0.000,BNT-FF1C/TEMP-1aB9,bancor_v3,0.0,0.0,0x232FB065D9d24c34708eeDbF03724f2e95ABE768,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xA36FDBBAE3c9d55a1d67EE5821d53B50B63A1aB9,BNT-FF1C,TEMP-1aB9,18,18,2.0,BNT,TEMP,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/SNX-2a6F 0.000,BNT-FF1C/SNX-2a6F,bancor_v3,0.0,0.0,0xaA7a9CA87d3694B5755f213B5D04094b8d0F0A6F,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,BNT-FF1C,SNX-2a6F,18,18,2.0,BNT,SNX,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/SHIBGF-65d6 0.000,BNT-FF1C/SHIBGF-65d6,bancor_v3,0.0,0.0,0x408e41876cCCDC0F92210600ef50372656052a38,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x505a84a03e382331A1Be487b632Cf357748b65d6,BNT-FF1C,SHIBGF-65d6,18,18,2.0,BNT,SHIBGF,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/SHEESHA-E768 0.000,BNT-FF1C/SHEESHA-E768,bancor_v3,0.0,0.0,0x3ebb4A4e91Ad83BE51F8d596533818b246F4bEe1,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x232FB065D9d24c34708eeDbF03724f2e95ABE768,BNT-FF1C,SHEESHA-E768,18,18,2.0,BNT,SHEESHA,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/SATA-bEe1 0.000,BNT-FF1C/SATA-bEe1,bancor_v3,0.0,0.0,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x3ebb4A4e91Ad83BE51F8d596533818b246F4bEe1,BNT-FF1C,SATA-bEe1,18,18,2.0,BNT,SATA,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/RPL-A51f 0.000,BNT-FF1C/RPL-A51f,bancor_v3,0.0,0.0,0xC011a73ee8576Fb46F5E1c5751cA3B9Fe0af2a6F,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,BNT-FF1C,RPL-A51f,18,18,2.0,BNT,RPL,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/ROOK-3d4a 0.000,BNT-FF1C/ROOK-3d4a,bancor_v3,0.0,0.0,0x2A039B1D9bBDccBb91be28691b730ca893e5e743,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xfA5047c9c78B8877af97BDcb85Db743fD7313d4a,BNT-FF1C,ROOK-3d4a,18,18,2.0,BNT,ROOK,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/RNB-e743 0.000,BNT-FF1C/RNB-e743,bancor_v3,0.0,0.0,0x607F4C5BB672230e8672085532f7e901544a7375,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x2A039B1D9bBDccBb91be28691b730ca893e5e743,BNT-FF1C,RNB-e743,18,18,2.0,BNT,RNB,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/RLC-7375 0.000,BNT-FF1C/RLC-7375,bancor_v3,0.0,0.0,0x8f8221aFbB33998d8584A2B05749bA73c37a938a,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x607F4C5BB672230e8672085532f7e901544a7375,BNT-FF1C,RLC-7375,18,9,2.0,BNT,RLC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/REQ-938a 0.000,BNT-FF1C/REQ-938a,bancor_v3,0.0,0.0,0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8f8221aFbB33998d8584A2B05749bA73c37a938a,BNT-FF1C,REQ-938a,18,18,2.0,BNT,REQ,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/REN-2a38 0.000,BNT-FF1C/REN-2a38,bancor_v3,0.0,0.0,0xb9EF770B6A5e12E45983C5D80545258aA38F3B78,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x408e41876cCCDC0F92210600ef50372656052a38,BNT-FF1C,REN-2a38,18,18,2.0,BNT,REN,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/RARI-41CF 0.000,BNT-FF1C/RARI-41CF,bancor_v3,0.0,0.0,0x48Fb253446873234F2fEBbF9BdeAA72d9d387f94,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xFca59Cd816aB1eaD66534D82bc21E7515cE441CF,BNT-FF1C,RARI-41CF,18,18,2.0,BNT,RARI,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/QNT-4675 0.000,BNT-FF1C/QNT-4675,bancor_v3,0.0,0.0,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x4a220E6096B25EADb88358cb44068A3248254675,BNT-FF1C,QNT-4675,18,18,2.0,BNT,QNT,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/PHTR-22dA 0.000,BNT-FF1C/PHTR-22dA,bancor_v3,0.0,0.0,0x505a84a03e382331A1Be487b632Cf357748b65d6,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xE1Fc4455f62a6E89476f1072530C20CF1A0622dA,BNT-FF1C,PHTR-22dA,18,18,2.0,BNT,PHTR,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/OPIUM-eC11 0.000,BNT-FF1C/OPIUM-eC11,bancor_v3,0.0,0.0,0x99295f1141d58A99e939F7bE6BBe734916a875B8,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x888888888889C00c67689029D7856AAC1065eC11,BNT-FF1C,OPIUM-eC11,18,18,2.0,BNT,OPIUM,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/OCEAN-9F48 0.000,BNT-FF1C/OCEAN-9F48,bancor_v3,0.0,0.0,0x4a220E6096B25EADb88358cb44068A3248254675,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x967da4048cD07aB37855c090aAF366e4ce1b9F48,BNT-FF1C,OCEAN-9F48,18,18,2.0,BNT,OCEAN,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/NMR-6671 0.000,BNT-FF1C/NMR-6671,bancor_v3,0.0,0.0,0x86772b1409b61c639EaAc9Ba0AcfBb6E238e5F83,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,BNT-FF1C,NMR-6671,18,18,2.0,BNT,NMR,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/NDX-5F83 0.000,BNT-FF1C/NDX-5F83,bancor_v3,0.0,0.0,0x8888801aF4d980682e47f1A9036e589479e835C5,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x86772b1409b61c639EaAc9Ba0AcfBb6E238e5F83,BNT-FF1C,NDX-5F83,18,18,2.0,BNT,NDX,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MPH-35C5 0.000,BNT-FF1C/MPH-35C5,bancor_v3,0.0,0.0,0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x8888801aF4d980682e47f1A9036e589479e835C5,BNT-FF1C,MPH-35C5,18,18,2.0,BNT,MPH,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MONA-412A 0.000,BNT-FF1C/MONA-412A,bancor_v3,0.0,0.0,0x6710c63432A2De02954fc0f851db07146a6c0312,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x275f5Ad03be0Fa221B4C6649B8AeE09a42D9412A,BNT-FF1C,MONA-412A,18,18,2.0,BNT,MONA,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MKR-79A2 0.000,BNT-FF1C/MKR-79A2,bancor_v3,0.0,0.0,0x967da4048cD07aB37855c090aAF366e4ce1b9F48,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,BNT-FF1C,MKR-79A2,18,18,2.0,BNT,MKR,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MFG-0312 0.000,BNT-FF1C/MFG-0312,bancor_v3,0.0,0.0,0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x6710c63432A2De02954fc0f851db07146a6c0312,BNT-FF1C,MFG-0312,18,18,2.0,BNT,MFG,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MATIC-eBB0 0.000,BNT-FF1C/MATIC-eBB0,bancor_v3,0.0,0.0,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,BNT-FF1C,MATIC-eBB0,18,18,2.0,BNT,MATIC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/MANA-C942 0.000,BNT-FF1C/MANA-C942,bancor_v3,0.0,0.0,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0F5D2fB29fb7d3CFeE444a200298f468908cC942,BNT-FF1C,MANA-C942,18,18,2.0,BNT,MANA,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/LRC-EafD 0.000,BNT-FF1C/LRC-EafD,bancor_v3,0.0,0.0,0x0954906da0Bf32d5479e25f46056d22f08464cab,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xBBbbCA6A901c926F240b89EacB641d8Aec7AEafD,BNT-FF1C,LRC-EafD,18,18,2.0,BNT,LRC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/LPL-75B8 0.000,BNT-FF1C/LPL-75B8,bancor_v3,0.0,0.0,0xE1Fc4455f62a6E89476f1072530C20CF1A0622dA,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x99295f1141d58A99e939F7bE6BBe734916a875B8,BNT-FF1C,LPL-75B8,18,18,2.0,BNT,LPL,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/LINK-86CA 0.000,BNT-FF1C/LINK-86CA,bancor_v3,0.0,0.0,0xc944E90C64B2c07662A292be6244BDf05Cda44a7,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x514910771AF9Ca656af840dff83E8264EcF986CA,BNT-FF1C,LINK-86CA,18,18,2.0,BNT,LINK,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/KTN-FC1C 0.000,BNT-FF1C/KTN-FC1C,bancor_v3,0.0,0.0,0x875773784Af8135eA0ef43b5a374AaD105c5D39e,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x491E136FF7FF03E6aB097E54734697Bb5802FC1C,BNT-FF1C,KTN-FC1C,18,18,2.0,BNT,KTN,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/INDEX-4cab 0.000,BNT-FF1C/INDEX-4cab,bancor_v3,0.0,0.0,0x491E136FF7FF03E6aB097E54734697Bb5802FC1C,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x0954906da0Bf32d5479e25f46056d22f08464cab,BNT-FF1C,INDEX-4cab,18,18,2.0,BNT,INDEX,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/IDLE-D39e 0.000,BNT-FF1C/IDLE-D39e,bancor_v3,0.0,0.0,0x903bEF1736CDdf2A537176cf3C64579C3867A881,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x875773784Af8135eA0ef43b5a374AaD105c5D39e,BNT-FF1C,IDLE-D39e,18,18,2.0,BNT,IDLE,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/ICHI-A881 0.000,BNT-FF1C/ICHI-A881,bancor_v3,0.0,0.0,0x6c6EE5e31d828De241282B9606C8e98Ea48526E2,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x903bEF1736CDdf2A537176cf3C64579C3867A881,BNT-FF1C,ICHI-A881,18,9,2.0,BNT,ICHI,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/HOT-26E2 0.000,BNT-FF1C/HOT-26E2,bancor_v3,0.0,0.0,0x584bC13c7D411c00c01A62e8019472dE68768430,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x6c6EE5e31d828De241282B9606C8e98Ea48526E2,BNT-FF1C,HOT-26E2,18,18,2.0,BNT,HOT,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/HEGIC-8430 0.000,BNT-FF1C/HEGIC-8430,bancor_v3,0.0,0.0,0x5218E472cFCFE0b64A064F055B43b4cdC9EfD3A6,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x584bC13c7D411c00c01A62e8019472dE68768430,BNT-FF1C,HEGIC-8430,18,18,2.0,BNT,HEGIC,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/GRT-44a7 0.000,BNT-FF1C/GRT-44a7,bancor_v3,0.0,0.0,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xc944E90C64B2c07662A292be6244BDf05Cda44a7,BNT-FF1C,GRT-44a7,18,18,2.0,BNT,GRT,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/ETH-EEeE 0.000,BNT-FF1C/ETH-EEeE,bancor_v3,0.0,0.0,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xEeeeeEeeeEeEeeEeEeEeeEEEeeeeEeeeeeeeEEeE,BNT-FF1C,ETH-EEeE,18,18,2.0,BNT,ETH,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/eRSDL-D3A6 0.000,BNT-FF1C/eRSDL-D3A6,bancor_v3,0.0,0.0,0x888888888889C00c67689029D7856AAC1065eC11,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0x5218E472cFCFE0b64A064F055B43b4cdC9EfD3A6,BNT-FF1C,eRSDL-D3A6,18,18,2.0,BNT,eRSDL,,,,,,,0.0,bancor_v3,0
,,0,bancor_v3 BNT-FF1C/ENS-9D72 0.000,BNT-FF1C/ENS-9D72,bancor_v3,0.0,0.0,0xBC19712FEB3a26080eBf6f2F7849b417FdD792CA,,0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C,0xC18360217D8F7Ab5e7c516566761Ea12Ce7F9D72,BNT-FF1C,ENS-9D72,18,18,2.0,BNT,ENS,,,,,,,0.0,bancor_v3,0
